Ad ID,spend,convos,impressions,reach,clicks,months_active,objective,ad_name,campaign_name,cpr,ctr,cpm,Body,Title,Link Description,Campaign Objective,angle,hook_template,course_track
120211452996030517,1665.28,89.0,73514,37390,262.0,38,Engagement,New Ad 29-8-2024,New Offers 29-8-2024,18.711011235955056,0.35639470032918896,22.652555975732515,,,,,,,
120213061298830517,240.29,13.0,5040,3492,22.0,38,Messages,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎","Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",18.48384615384615,0.4365079365079365,47.676587301587304,,,,,,,cross_track
120213063899690517,368.08,14.0,11010,8783,45.0,38,Engagement,New Engagement Ad,Casoural ad,26.291428571428572,0.4087193460490463,33.43142597638511,,,,,english_brand,,
120213158197770517,999.49,58.0,20396,11159,116.0,38,Engagement,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎","‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",17.232586206896553,0.5687389684251815,49.00421651304177,,,,,,,cross_track
120214154521170517,120.88,1.0,1939,1530,5.0,38,Engagement,New Engagement Ad with recommended settings,New Engagement Campaign with recommended settings,120.88,0.25786487880350695,62.34141309953584,,,,,english_brand,,
120214686263870517,282.61,9.0,4612,3220,12.0,38,Messages,منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...,31.401111111111113,0.26019080659150046,61.277103209019955,,,,,generic_discount,,
120214691236080517,2503.5600000000004,125.0,33333,8341,183.0,38,Engagement,Midterm 2025,Mtc midterm 2025,20.028480000000002,0.5490054900549005,75.10755107551077,,,,,,,
120215943485350517,92.85,4.0,1897,1355,8.0,38,Messages,"Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎","Post: ‎""‎🎓 لو انت طالب أو مهندس وعايز تتعلم البرامج...‎""‎",23.2125,0.42171850289931473,48.94570374275171,,,,,,,cross_track
120215943742280517,125.55,1.0,1796,1616,3.0,38,Messages,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,125.55,0.16703786191536749,69.90534521158129,,,,,,,cross_track
120215944354410517,114.63,2.0,2290,1912,2.0,38,Messages,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,منشور Instagram: ‏لو انت طالب أو مهندس وعايز...,57.315,0.08733624454148471,50.056768558951966,,,,,,,cross_track
120216036460990517,758.38,32.0,16776,10458,74.0,38,Messages,"Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎","Post: ‎""‎لو انت طالب أو مهندس وعايز تتعلم البرامج الهندسية...‎""‎",23.699375,0.441106342393896,45.20624701955174,,,,,,,cross_track
120217514207490517,219.55,8.0,3577,2442,17.0,38,Engagement,New Engagement Ad with recommended settings,Ramadan 2025,27.44375,0.4752585965893207,61.378249930109035,,,,,english_brand,,
120217545871690517,174.01,3.0,4042,3334,6.0,38,Engagement,New Engagement Ad with recommended settings,New Ramadan 4-3-2025,58.00333333333333,0.14844136566056407,43.050470064324585,,,,,english_brand,,
120217586123570517,248.46,6.0,2874,2026,9.0,38,Engagement,New Engagement Ad with recommended settings,new ramadan 2 - 5/3/2025,41.410000000000004,0.31315240083507306,86.45093945720251,,,,,english_brand,,
120224738941850517,319.97,29.0,8834,5935,80.0,38,Messages,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎","Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",11.033448275862069,0.905592030790129,36.2202852614897,,,,,,E,
120224806910540517,999.27,91.0,34929,18989,276.0,38,Messages,"Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎","Post: ‎""‎جمع صحابك يلا نبقى قريبين!‎""‎",10.980989010989012,0.7901743536889118,28.608606029373874,,,,,,E,
120226709068740517,968.74,67.0,37179,20155,186.0,38,Engagement,Engineering Students 2025 - 02,Engineering Students Summer 2025,14.458805970149253,0.5002824174937465,26.056106942090967,,,,,,,cross_track
120227819347640517,875.28,25.0,12889,5853,46.0,38,Messages,"Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎","Messages Ad: ‎🎯 ""الفرصة الأخيرة قبل اكتمال المقاعد!""‎",35.0112,0.3568934750562495,67.90906974939871,,,,,,,
120228079259990517,2296.78,140.0,97063,42229,535.0,38,Messages,Messages Ad: ‎جمع صحابك يلا نبقى قريبين!‎,Messages Ad: ‎جمع صحابك يلا نبقى قريبين!‎,16.40557142857143,0.5511884034080957,23.662775722984044,,,,,,,
120230505832910517,467.4,42.0,8723,4308,87.0,38,Messages,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎","Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",11.128571428571428,0.9973632924452598,53.58248309067981,,,,,,,
120230846829870517,209.79,10.0,4050,2696,25.0,38,Messages,"Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎","Post: ‎""‎اخر فرصفة في الصيف ..لو نفسك تبدأ طريقك في المجال...‎""‎",20.979,0.6172839506172839,51.8,,,,,,,
120231541259170517,799.64,49.0,16270,8878,87.0,38,Messages,"Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎","Post: ‎""‎🎨 نفسك تدخل عالم الديكور وتبقى مصمم محترف؟‎""‎",16.319183673469386,0.5347264904732637,49.148125384142595,,,,,,,interior_design
120232816058910517,56.85,0.0,7085,7085,29.0,38,Traffic,30 % OFF NEW 22-9-2025 Ad,30 % OFF NEW 22-9-2025 Campaign,inf,0.40931545518701484,8.023994354269584,,,,,,,
120232853725520517,379.96,10.0,5792,3571,14.0,38,Messages,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎","Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",37.995999999999995,0.24171270718232044,65.60082872928176,,,,,,,cross_track
120232963154760517,912.27,34.0,13029,5968,52.0,38,Messages,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎","Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",26.831470588235295,0.3991096784097014,70.01842044669583,,,,,,,cross_track
120233314517340517,397.66,16.0,8110,5909,102.0,38,Messages,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎","Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",24.85375,1.2577065351418002,49.03329223181258,,,,,,,cross_track
120233630391490517,1031.78,43.0,12174,5074,64.0,38,Messages,"Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎","Post: ‎""‎دلوقتي فرصتك مع أقوى كورسات هندسية في مركز...‎""‎",23.994883720930233,0.5257105306390669,84.75275176605882,,,,,,,cross_track
120235955404050517,881.69,29.0,9486,5037,193.0,38,Engagement,Tailored messages campaign 11/15/2025 Ad,MTC 5-11-2025 Campaign,30.403103448275864,2.0345772717689226,92.94644739616277,,,,,future_vision_ai,,
120237312946050517,1333.76,45.0,31973,12954,160.0,38,Engagement,"Post: ‎""‎احجز الآن أقوى دبلومة ميكانيكا شاملة – معتمدة...‎""‎","Post: ‎""‎احجز الآن أقوى دبلومة ميكانيكا شاملة – معتمدة...‎""‎",29.63911111111111,0.5004222312576236,41.715197197635504,,,,,,,mechanical
120238236341430517,859.23,38.0,13595,5524,45.0,38,Engagement,"Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎","Post: ‎""‎تدريب معماري احترافي لسوق العمل‎""‎",22.611315789473686,0.33100404560500185,63.20191246781905,,,,,,,architecture
120239019502160517,286.79,6.0,4834,3491,32.0,38,Engagement,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎","Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",47.79833333333334,0.6619776582540339,59.32767894083575,,,,,,,cross_track
120239132507540517,372.17,17.0,8139,4839,49.0,38,Engagement,"Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎","Post: ‎""‎في مركز المتحدة للتدريب الهندسي (MTC)‎""‎",21.892352941176473,0.6020395625998279,45.726747757709795,,,,,,,cross_track
120240035109250517,2631.3100000000004,104.0,48097,20368,293.0,38,Engagement,"Post: ‎""‎سواء كنت في مصر، السعودية، الإمارات، أو أي مكان...‎""‎","Post: ‎""‎سواء كنت في مصر، السعودية، الإمارات، أو أي مكان...‎""‎",25.301057692307698,0.6091856040917313,54.70840177142026,,,,,,,
120241838462140517,972.69,68.0,30772,17775,184.0,38,Messages,"Post: ‎""‎ابدأ مستقبلك في التصميم الداخلي باحتراف‎""‎","Post: ‎""‎ابدأ مستقبلك في التصميم الداخلي باحتراف‎""‎",14.304264705882353,0.5979461848433641,31.6095801377876,,,,,future_vision_ai,D,
120242740074930517,23.47,2.0,294,232,4.0,38,Messages,Promoting website: https://api.whatsapp.com/send,[4/13/2026] Promoting https://api.whatsapp.com/send,11.735,1.3605442176870748,79.82993197278911,,,,,,,
120242798818540517,462.41,7.0,9481,6091,38.0,38,Engagement,"Post: ‎""‎""مش نقص شغل... نقص مهارة!"" 💡‎""‎","Post: ‎""‎""مش نقص شغل... نقص مهارة!"" 💡‎""‎",66.05857142857143,0.4008016032064128,48.7722814049151,,,,,philosophical,,
120243228740780517,73.49,0.0,5037,4624,0.0,38,Engagement,"Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎","Post: ‎""‎خلاص هيبدأوا.. آخر فرصة للحجز بخصم بيوصل 50% حقيقي!‎""‎",inf,0.0,14.590033750248162,,,,,generic_discount,,
120243284464440517,943.19,93.0,23554,13941,253.0,38,Messages,Promoting website: https://facebook.com/MuttahedaCenter.MTC,[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC,10.141827956989248,1.0741275367241234,40.043729302878496,,,,,,,
120243284531550517,958.38,81.0,35783,19016,361.0,38,Messages,Promoting website: https://facebook.com/MuttahedaCenter.MTC,[4/22/2026] Promoting https://facebook.com/MuttahedaCenter.MTC,11.831851851851852,1.0088589553698684,26.783109297711203,,,,,,,
